DATE;SBC1;SBC2;SBC3;SBC4;INSIDE1;INSIDE2;OUTSIDE
2019-08-30 10:04:18;61.000;65.000;64.000;62.000;39.812;35.375;21.062
2019-08-30 10:04:34;61.000;65.000;64.000;62.000;39.750;35.375;21.062
2019-08-30 10:04:50;61.000;65.000;64.000;62.000;39.750;35.375;21.062
2019-08-30 10:05:07;61.000;65.000;64.000;62.000;39.812;35.375;21.062
2019-08-30 10:05:23;61.000;65.000;64.000;62.000;39.812;35.375;21.062
2019-08-30 10:05:39;61.000;65.000;64.000;62.000;39.812;35.375;21.062
2019-08-30 10:05:56;61.000;65.000;64.000;62.000;39.812;35.438;21.062
2019-08-30 10:06:12;61.000;65.000;64.000;62.000;39.750;35.438;21.062
2019-08-30 10:06:28;61.000;65.000;64.000;62.000;39.750;35.375;21.062
2019-08-30 10:06:45;61.000;65.000;64.000;62.000;39.750;35.375;21.125
2019-08-30 10:07:01;61.000;65.000;64.000;62.000;39.688;35.375;21.062
2019-08-30 10:07:18;61.000;65.000;64.000;62.000;39.812;35.438;21.062
2019-08-30 10:07:34;61.000;65.000;64.000;62.000;39.688;35.375;21.062
2019-08-30 10:07:51;61.000;65.000;64.000;62.000;39.688;35.438;21.062
2019-08-30 10:08:07;61.000;65.000;64.000;62.000;39.750;35.375;21.062
2019-08-30 10:08:24;61.000;65.000;64.000;62.000;39.750;35.438;21.062
2019-08-30 10:08:40;61.000;65.000;64.000;62.000;39.688;35.438;21.062
2019-08-30 10:08:56;61.000;65.000;64.000;62.000;39.750;35.438;21.062
2019-08-30 10:09:13;61.000;65.000;64.000;62.000;39.812;35.438;21.062
2019-08-30 10:09:29;61.000;65.000;64.000;62.000;39.812;35.438;21.000
2019-08-30 10:09:45;61.000;65.000;64.000;62.000;39.875;35.500;21.000
2019-08-30 10:10:01;61.000;65.000;64.000;62.000;39.938;35.438;21.000
2019-08-30 10:10:18;61.000;65.000;64.000;62.000;39.812;35.438;21.000
2019-08-30 10:10:34;61.000;65.000;64.000;62.000;39.938;35.438;21.000
2019-08-30 10:10:51;61.000;65.000;64.000;62.000;39.938;35.438;21.000
2019-08-30 10:11:07;61.000;65.000;64.000;62.000;40.000;35.438;21.062
2019-08-30 10:11:23;61.000;65.000;64.000;62.000;40.062;35.438;21.062
2019-08-30 10:11:40;61.000;65.000;64.000;62.000;40.000;35.438;21.062
2019-08-30 10:11:56;61.000;65.000;64.000;62.000;40.000;35.438;21.000
2019-08-30 10:12:12;61.000;65.000;64.000;62.000;40.000;35.438;21.062
2019-08-30 10:12:29;61.000;65.000;64.000;62.000;39.938;35.438;21.062
2019-08-30 10:12:45;61.000;65.000;64.000;62.000;39.875;35.438;21.062
2019-08-30 10:13:01;61.000;65.000;64.000;62.000;39.875;35.438;21.062
2019-08-30 10:13:17;61.000;65.000;64.000;62.000;39.875;35.438;21.000
2019-08-30 10:13:34;61.000;65.000;64.000;62.000;39.938;35.438;21.000
2019-08-30 10:13:50;61.000;65.000;64.000;62.000;39.938;35.438;21.000
2019-08-30 10:14:06;61.000;65.000;64.000;62.000;40.000;35.438;21.062
2019-08-30 10:14:23;61.000;65.000;64.000;62.000;40.188;35.438;21.062
2019-08-30 10:14:39;61.000;65.000;64.000;62.000;40.062;35.438;21.062
2019-08-30 10:14:56;61.000;65.000;64.000;62.000;40.000;35.438;21.062
2019-08-30 10:15:12;61.000;65.000;64.000;62.000;40.062;35.500;21.062
2019-08-30 10:15:28;61.000;65.000;64.000;62.000;40.062;35.438;21.062
2019-08-30 10:15:45;61.000;65.000;64.000;62.000;40.125;35.438;21.062
2019-08-30 10:16:01;61.000;65.000;64.000;62.000;40.062;35.438;21.062
2019-08-30 10:16:17;61.000;65.000;64.000;62.000;40.062;35.438;21.062
2019-08-30 10:16:34;61.000;65.000;64.000;62.000;39.938;35.438;21.000
2019-08-30 10:16:50;61.000;65.000;64.000;62.000;40.000;35.438;21.062
2019-08-30 10:17:06;61.000;65.000;64.000;62.000;40.000;35.438;21.062
2019-08-30 10:17:22;61.000;65.000;64.000;62.000;40.000;35.438;21.062
2019-08-30 10:17:39;61.000;65.000;64.000;62.000;39.875;35.438;21.062
2019-08-30 10:17:55;61.000;65.000;64.000;62.000;39.875;35.500;21.062
2019-08-30 10:18:11;61.000;65.000;64.000;62.000;39.938;35.438;21.000
2019-08-30 10:18:28;61.000;65.000;64.000;62.000;39.938;35.500;21.000
2019-08-30 10:18:44;61.000;65.000;64.000;62.000;40.000;35.438;20.938
2019-08-30 10:19:01;61.000;65.000;64.000;63.000;40.000;35.500;20.938
2019-08-30 10:19:17;61.000;65.000;64.000;62.000;40.062;35.500;20.938
2019-08-30 10:19:34;61.000;65.000;64.000;62.000;40.062;35.438;20.938
2019-08-30 10:19:50;61.000;65.000;64.000;63.000;40.062;35.438;20.938
2019-08-30 10:20:06;61.000;65.000;64.000;62.000;39.938;35.438;20.938
2019-08-30 10:20:23;61.000;65.000;64.000;63.000;39.938;35.438;20.938
2019-08-30 10:20:39;61.000;65.000;64.000;62.000;39.938;35.500;20.938
2019-08-30 10:20:55;61.000;65.000;64.000;62.000;39.875;35.500;20.938
2019-08-30 10:21:12;61.000;65.000;64.000;62.000;39.875;35.500;20.875
2019-08-30 10:21:28;61.000;65.000;64.000;62.000;39.938;35.500;20.875
2019-08-30 10:21:44;61.000;65.000;64.000;62.000;40.000;35.438;20.875
2019-08-30 10:22:01;61.000;65.000;64.000;62.000;40.000;35.500;20.875
2019-08-30 10:22:17;61.000;65.000;64.000;63.000;39.938;35.438;20.875
2019-08-30 10:22:33;61.000;65.000;64.000;62.000;40.000;35.500;20.875
2019-08-30 10:22:50;61.000;65.000;64.000;62.000;39.938;35.438;20.875
2019-08-30 10:23:06;61.000;65.000;64.000;62.000;40.000;35.500;20.875
2019-08-30 10:23:22;61.000;65.000;64.000;62.000;39.875;35.438;20.812
2019-08-30 10:23:38;61.000;65.000;64.000;62.000;39.938;35.500;20.812
2019-08-30 10:23:55;61.000;65.000;64.000;62.000;40.062;35.438;20.812
2019-08-30 10:24:11;61.000;65.000;64.000;62.000;40.000;35.500;20.812
2019-08-30 10:24:28;61.000;65.000;64.000;62.000;39.938;35.500;20.812
2019-08-30 10:24:44;61.000;65.000;64.000;62.000;39.938;35.500;20.812
2019-08-30 10:25:01;61.000;65.000;64.000;62.000;40.062;35.500;20.750
2019-08-30 10:25:17;61.000;65.000;64.000;62.000;39.938;35.500;20.812
2019-08-30 10:25:33;61.000;65.000;64.000;62.000;39.938;35.500;20.750
2019-08-30 10:25:50;61.000;65.000;64.000;62.000;39.938;35.562;20.750
2019-08-30 10:26:06;61.000;65.000;64.000;62.000;40.000;35.500;20.750
2019-08-30 10:26:22;61.000;65.000;64.000;62.000;40.000;35.500;20.750
2019-08-30 10:26:39;61.000;65.000;64.000;63.000;40.000;35.438;20.750
2019-08-30 10:26:55;61.000;65.000;64.000;63.000;40.062;35.500;20.688
2019-08-30 10:27:11;61.000;65.000;64.000;63.000;40.000;35.500;20.688
2019-08-30 10:27:28;61.000;65.000;64.000;63.000;39.875;35.438;20.688
2019-08-30 10:27:44;61.000;65.000;64.000;63.000;39.938;35.438;20.688
2019-08-30 10:28:00;61.000;65.000;64.000;62.000;39.812;35.500;20.688
2019-08-30 10:28:16;61.000;65.000;64.000;62.000;39.750;35.500;20.688
2019-08-30 10:28:33;61.000;65.000;64.000;62.000;39.688;35.438;20.688
2019-08-30 10:28:49;61.000;65.000;64.000;62.000;39.688;35.500;20.688
2019-08-30 10:29:06;61.000;65.000;64.000;62.000;39.812;35.500;20.688
2019-08-30 10:29:22;61.000;65.000;64.000;62.000;39.812;35.500;20.688
2019-08-30 10:29:38;61.000;65.000;64.000;62.000;39.938;35.500;20.688
2019-08-30 10:29:55;61.000;65.000;64.000;62.000;39.875;35.438;20.688
2019-08-30 10:30:11;61.000;65.000;64.000;62.000;39.938;35.500;20.625
2019-08-30 10:30:27;61.000;65.000;64.000;62.000;39.875;35.500;20.688
2019-08-30 10:30:44;61.000;65.000;64.000;62.000;39.812;35.500;20.688
2019-08-30 10:31:00;61.000;65.000;64.000;62.000;39.812;35.500;20.625
2019-08-30 10:31:16;61.000;65.000;64.000;62.000;39.938;35.500;20.625
2019-08-30 10:31:33;61.000;65.000;64.000;62.000;39.875;35.500;20.625
2019-08-30 10:31:49;61.000;65.000;64.000;62.000;39.812;35.500;20.625
2019-08-30 10:32:05;61.000;65.000;64.000;63.000;40.000;35.500;20.562
2019-08-30 10:32:21;61.000;65.000;64.000;62.000;39.875;35.438;20.562
2019-08-30 10:32:38;61.000;65.000;64.000;63.000;39.938;35.500;20.562
2019-08-30 10:32:54;61.000;65.000;64.000;62.000;40.000;35.500;20.500
2019-08-30 10:33:10;61.000;65.000;64.000;62.000;39.938;35.500;20.500
2019-08-30 10:33:26;61.000;65.000;64.000;62.000;40.000;35.500;20.500
2019-08-30 10:33:43;61.000;65.000;64.000;62.000;40.000;35.438;20.500
2019-08-30 10:33:59;61.000;65.000;64.000;62.000;39.938;35.500;20.500
2019-08-30 10:34:15;61.000;65.000;64.000;63.000;40.000;35.500;20.438
2019-08-30 10:34:32;61.000;65.000;64.000;63.000;40.062;35.500;20.438
2019-08-30 10:34:48;61.000;65.000;64.000;63.000;40.000;35.438;20.438
2019-08-30 10:35:04;61.000;65.000;64.000;62.000;40.000;35.438;20.438
2019-08-30 10:35:20;61.000;65.000;64.000;62.000;39.938;35.500;20.438
2019-08-30 10:35:37;61.000;65.000;64.000;62.000;39.875;35.500;20.375
2019-08-30 10:35:53;61.000;65.000;64.000;63.000;40.000;35.500;20.375
2019-08-30 10:36:10;61.000;65.000;64.000;63.000;40.000;35.500;20.438
2019-08-30 10:36:26;61.000;65.000;64.000;62.000;39.875;35.500;20.375
2019-08-30 10:36:42;61.000;65.000;64.000;63.000;39.875;35.438;20.375
2019-08-30 10:36:59;61.000;65.000;64.000;63.000;40.000;35.500;20.375
2019-08-30 10:37:15;61.000;65.000;64.000;63.000;39.938;35.438;20.375
2019-08-30 10:37:31;61.000;65.000;64.000;62.000;40.000;35.500;20.375
2019-08-30 10:37:47;61.000;65.000;64.000;62.000;39.938;35.438;20.375
2019-08-30 10:38:04;61.000;65.000;64.000;63.000;39.938;35.438;20.375
2019-08-30 10:38:20;61.000;65.000;64.000;63.000;39.938;35.438;20.375
2019-08-30 10:38:37;61.000;65.000;64.000;63.000;40.000;35.438;20.375
2019-08-30 10:38:53;61.000;65.000;64.000;63.000;39.938;35.438;20.375
2019-08-30 10:39:10;61.000;65.000;64.000;63.000;39.875;35.438;20.375
2019-08-30 10:39:26;61.000;65.000;64.000;62.000;39.875;35.438;20.438
2019-08-30 10:39:42;61.000;65.000;64.000;63.000;39.875;35.438;20.375
2019-08-30 10:39:59;61.000;65.000;64.000;63.000;39.938;35.438;20.438
2019-08-30 10:40:15;61.000;65.000;64.000;63.000;39.875;35.438;20.438
2019-08-30 10:40:31;61.000;65.000;64.000;62.000;39.938;35.438;20.438
2019-08-30 10:40:47;61.000;65.000;64.000;63.000;39.875;35.438;20.438
2019-08-30 10:41:04;61.000;65.000;64.000;62.000;39.875;35.438;20.438
2019-08-30 10:41:20;61.000;65.000;64.000;62.000;39.938;35.438;20.438
2019-08-30 10:41:36;61.000;65.000;64.000;62.000;39.938;35.438;20.500
2019-08-30 10:41:53;61.000;65.000;64.000;62.000;39.875;35.438;20.500
2019-08-30 10:42:09;61.000;65.000;64.000;63.000;39.812;35.438;20.500
2019-08-30 10:42:25;61.000;65.000;64.000;63.000;40.000;35.438;20.500
2019-08-30 10:42:42;61.000;65.000;64.000;62.000;40.062;35.438;20.500
2019-08-30 10:42:58;61.000;65.000;64.000;63.000;40.125;35.438;20.500
2019-08-30 10:43:14;61.000;65.000;64.000;63.000;40.000;35.438;20.562
2019-08-30 10:43:30;61.000;65.000;64.000;63.000;39.938;35.438;20.562
2019-08-30 10:43:47;61.000;65.000;64.000;63.000;39.875;35.438;20.562
2019-08-30 10:44:03;61.000;65.000;64.000;63.000;39.875;35.438;20.562
2019-08-30 10:44:20;61.000;65.000;64.000;63.000;40.000;35.438;20.562
2019-08-30 10:44:36;61.000;65.000;64.000;63.000;40.000;35.438;20.562
2019-08-30 10:44:52;61.000;65.000;64.000;63.000;39.938;35.438;20.562
2019-08-30 10:45:09;61.000;65.000;64.000;63.000;39.875;35.438;20.500
2019-08-30 10:45:25;61.000;65.000;64.000;62.000;39.812;35.438;20.500
2019-08-30 10:45:42;61.000;65.000;64.000;63.000;39.875;35.438;20.500
2019-08-30 10:45:58;61.000;65.000;64.000;62.000;39.875;35.438;20.438
2019-08-30 10:46:14;61.000;65.000;64.000;63.000;39.812;35.438;20.438
2019-08-30 10:46:30;61.000;65.000;64.000;62.000;39.812;35.438;20.500
2019-08-30 10:46:47;61.000;65.000;64.000;62.000;39.875;35.438;20.562
2019-08-30 10:47:03;61.000;65.000;64.000;63.000;39.875;35.438;20.562
2019-08-30 10:47:19;61.000;65.000;64.000;63.000;39.875;35.375;20.562
2019-08-30 10:47:36;61.000;65.000;64.000;63.000;40.000;35.438;20.625
2019-08-30 10:47:52;61.000;65.000;64.000;62.000;40.062;35.375;20.625
2019-08-30 10:48:08;61.000;65.000;64.000;63.000;39.938;35.375;20.625
2019-08-30 10:48:25;61.000;65.000;64.000;63.000;40.000;35.375;20.625
2019-08-30 10:48:41;61.000;65.000;64.000;63.000;39.875;35.375;20.688
2019-08-30 10:48:57;61.000;65.000;64.000;63.000;39.875;35.438;20.688
2019-08-30 10:49:14;61.000;65.000;64.000;63.000;39.938;35.375;20.688
2019-08-30 10:49:30;61.000;65.000;64.000;62.000;39.875;35.375;20.688
2019-08-30 10:49:47;61.000;65.000;64.000;62.000;39.812;35.438;20.688
2019-08-30 10:50:04;61.000;65.000;64.000;62.000;39.875;35.438;20.750
2019-08-30 10:50:20;61.000;65.000;64.000;62.000;39.938;35.375;20.688
2019-08-30 10:50:36;61.000;65.000;64.000;62.000;39.812;35.375;20.688
2019-08-30 10:50:52;61.000;65.000;64.000;62.000;39.938;35.375;20.688
2019-08-30 10:51:09;61.000;65.000;64.000;62.000;39.875;35.375;20.688
2019-08-30 10:51:26;61.000;65.000;64.000;62.000;39.875;35.375;20.750
2019-08-30 10:51:42;61.000;65.000;64.000;62.000;39.938;35.438;20.750
2019-08-30 10:51:58;61.000;65.000;64.000;62.000;39.812;35.438;20.750
2019-08-30 10:52:14;61.000;65.000;64.000;62.000;39.938;35.375;20.750
2019-08-30 10:52:30;61.000;65.000;64.000;62.000;39.938;35.438;20.688
2019-08-30 10:52:47;61.000;65.000;64.000;62.000;39.812;35.438;20.688
2019-08-30 10:53:03;61.000;65.000;64.000;62.000;39.750;35.375;20.688
2019-08-30 10:53:19;61.000;65.000;64.000;62.000;39.812;35.375;20.688
2019-08-30 10:53:35;61.000;65.000;64.000;62.000;39.812;35.375;20.688
2019-08-30 10:53:52;61.000;65.000;64.000;62.000;39.812;35.375;20.625
2019-08-30 10:54:08;61.000;65.000;64.000;62.000;39.812;35.375;20.625
2019-08-30 10:54:24;61.000;65.000;64.000;62.000;39.688;35.375;20.562
2019-08-30 10:54:41;61.000;65.000;64.000;62.000;39.688;35.375;20.562
2019-08-30 10:54:57;61.000;65.000;64.000;62.000;39.688;35.438;20.562
2019-08-30 10:55:13;61.000;65.000;64.000;62.000;39.625;35.375;20.562
2019-08-30 10:55:30;61.000;65.000;64.000;62.000;39.688;35.375;20.562
2019-08-30 10:55:46;61.000;65.000;64.000;62.000;39.688;35.375;20.562
2019-08-30 10:56:03;61.000;65.000;64.000;62.000;39.688;35.438;20.562
2019-08-30 10:56:19;61.000;65.000;64.000;62.000;39.750;35.312;20.500
2019-08-30 10:56:35;61.000;65.000;64.000;62.000;39.875;35.375;20.562
2019-08-30 10:56:52;61.000;65.000;64.000;62.000;39.875;35.312;20.500
2019-08-30 10:57:08;61.000;65.000;64.000;62.000;39.875;35.375;20.500
2019-08-30 10:57:24;61.000;65.000;64.000;62.000;39.812;35.375;20.500
2019-08-30 10:57:41;61.000;65.000;64.000;62.000;39.875;35.375;20.500
2019-08-30 10:57:57;61.000;65.000;64.000;62.000;39.812;35.312;20.562
2019-08-30 10:58:13;61.000;65.000;64.000;62.000;39.812;35.312;20.438
2019-08-30 10:58:29;61.000;65.000;64.000;62.000;39.688;35.375;20.375
2019-08-30 10:58:46;61.000;65.000;64.000;62.000;39.750;35.375;20.312
2019-08-30 10:59:02;61.000;65.000;64.000;62.000;39.875;35.312;20.312
2019-08-30 10:59:19;61.000;65.000;64.000;62.000;39.875;35.312;20.250
2019-08-30 10:59:35;61.000;65.000;64.000;62.000;39.812;35.312;20.250
2019-08-30 10:59:51;61.000;65.000;64.000;62.000;39.812;35.312;20.250
2019-08-30 11:00:08;61.000;65.000;64.000;62.000;39.812;35.312;20.188
2019-08-30 11:00:24;61.000;65.000;64.000;62.000;39.750;35.312;20.188
2019-08-30 11:00:40;61.000;65.000;64.000;62.000;39.750;35.312;20.250
2019-08-30 11:00:57;61.000;65.000;64.000;62.000;39.812;35.375;20.250
2019-08-30 11:01:13;61.000;65.000;64.000;62.000;39.812;35.312;20.250
2019-08-30 11:01:29;61.000;65.000;64.000;62.000;39.688;35.312;20.250
2019-08-30 11:01:46;61.000;65.000;64.000;62.000;39.688;35.312;20.250
2019-08-30 11:02:02;61.000;65.000;64.000;62.000;39.688;35.312;20.312
2019-08-30 11:02:19;61.000;65.000;64.000;62.000;39.750;35.250;20.312
2019-08-30 11:02:35;61.000;65.000;64.000;62.000;39.812;35.312;20.312
2019-08-30 11:02:52;61.000;65.000;64.000;62.000;39.812;35.312;20.312
2019-08-30 11:03:08;61.000;65.000;64.000;62.000;39.688;35.312;20.312
2019-08-30 11:03:24;61.000;65.000;64.000;62.000;39.750;35.312;20.312
2019-08-30 11:03:41;61.000;65.000;64.000;62.000;39.688;35.312;20.312
2019-08-30 11:03:57;61.000;65.000;64.000;62.000;39.875;35.312;20.312
2019-08-30 11:04:13;61.000;65.000;64.000;62.000;39.938;35.312;20.312
2019-08-30 11:04:29;61.000;65.000;64.000;62.000;39.938;35.312;20.312
2019-08-30 11:04:46;61.000;65.000;64.000;62.000;39.875;35.250;20.375
2019-08-30 11:05:02;61.000;65.000;64.000;62.000;39.875;35.250;20.312
2019-08-30 11:05:18;61.000;65.000;64.000;62.000;39.812;35.250;20.312
2019-08-30 11:05:35;61.000;65.000;64.000;62.000;39.750;35.312;20.312
2019-08-30 11:05:51;61.000;65.000;64.000;62.000;39.750;35.250;20.312
2019-08-30 11:06:08;61.000;65.000;64.000;62.000;39.812;35.312;20.312
2019-08-30 11:06:24;61.000;65.000;64.000;62.000;39.750;35.312;20.375
2019-08-30 11:06:40;61.000;65.000;64.000;62.000;39.812;35.312;20.312
2019-08-30 11:06:56;61.000;65.000;64.000;62.000;39.812;35.312;20.312
2019-08-30 11:07:13;61.000;65.000;64.000;62.000;39.688;35.250;20.375
2019-08-30 11:07:29;61.000;65.000;64.000;62.000;39.750;35.250;20.375
2019-08-30 11:07:45;61.000;65.000;64.000;62.000;39.688;35.312;20.375
2019-08-30 11:08:01;61.000;65.000;64.000;62.000;39.750;35.250;20.375
2019-08-30 11:08:17;61.000;65.000;64.000;62.000;39.625;35.250;20.375
2019-08-30 11:08:34;61.000;65.000;64.000;62.000;39.625;35.250;20.375
2019-08-30 11:08:50;61.000;65.000;64.000;62.000;39.750;35.250;20.375
2019-08-30 11:09:07;61.000;65.000;64.000;62.000;39.812;35.250;20.375
2019-08-30 11:09:23;61.000;65.000;64.000;62.000;39.812;35.250;20.312
2019-08-30 11:09:39;61.000;65.000;64.000;62.000;39.750;35.250;20.312
2019-08-30 11:09:56;61.000;65.000;64.000;62.000;39.688;35.250;20.375
2019-08-30 11:10:12;61.000;65.000;64.000;62.000;39.688;35.250;20.375
2019-08-30 11:10:28;61.000;65.000;64.000;62.000;39.750;35.250;20.312
2019-08-30 11:10:44;61.000;65.000;64.000;62.000;39.812;35.188;20.375
2019-08-30 11:11:01;61.000;65.000;64.000;62.000;39.875;35.188;20.375
2019-08-30 11:11:17;61.000;65.000;64.000;62.000;39.750;35.250;20.375
2019-08-30 11:11:34;61.000;65.000;64.000;62.000;39.750;35.250;20.375
2019-08-30 11:11:50;61.000;65.000;64.000;62.000;39.688;35.250;20.375
2019-08-30 11:12:06;61.000;65.000;64.000;62.000;39.688;35.188;20.312
2019-08-30 11:12:23;61.000;65.000;64.000;62.000;39.812;35.250;20.312
2019-08-30 11:12:39;61.000;65.000;64.000;62.000;39.750;35.188;20.312
2019-08-30 11:12:56;61.000;65.000;64.000;62.000;39.750;35.250;20.312
2019-08-30 11:13:12;61.000;65.000;64.000;62.000;39.812;35.188;20.312
2019-08-30 11:13:28;61.000;65.000;64.000;62.000;39.812;35.188;20.375
2019-08-30 11:13:45;61.000;65.000;64.000;62.000;39.688;35.188;20.375
2019-08-30 11:14:01;61.000;65.000;64.000;62.000;39.688;35.188;20.312
2019-08-30 11:14:17;61.000;65.000;64.000;62.000;39.750;35.188;20.375
2019-08-30 11:14:34;61.000;65.000;64.000;62.000;39.562;35.188;20.312
2019-08-30 11:14:50;61.000;65.000;64.000;62.000;39.562;35.188;20.312
2019-08-30 11:15:06;61.000;65.000;64.000;62.000;39.625;35.188;20.312
2019-08-30 11:15:23;61.000;65.000;64.000;62.000;39.750;35.188;20.312
2019-08-30 11:15:39;61.000;65.000;64.000;62.000;39.688;35.188;20.312
2019-08-30 11:15:55;61.000;65.000;64.000;62.000;39.562;35.188;20.312
2019-08-30 11:16:11;61.000;65.000;64.000;62.000;39.625;35.188;20.312
2019-08-30 11:16:28;61.000;65.000;64.000;62.000;39.688;35.188;20.312
2019-08-30 11:16:44;61.000;65.000;64.000;62.000;39.750;35.188;20.312
2019-08-30 11:17:01;61.000;65.000;64.000;62.000;39.750;35.188;20.312
2019-08-30 11:17:17;61.000;65.000;64.000;62.000;39.812;35.188;20.375
2019-08-30 11:17:33;61.000;65.000;64.000;62.000;39.750;35.188;20.375
2019-08-30 11:17:50;61.000;65.000;64.000;62.000;39.750;35.188;20.438
2019-08-30 11:18:06;61.000;65.000;64.000;62.000;39.688;35.188;20.500
2019-08-30 11:18:23;61.000;65.000;64.000;62.000;39.688;35.188;20.500
2019-08-30 11:18:39;61.000;65.000;64.000;62.000;39.625;35.188;20.500
2019-08-30 11:18:55;61.000;65.000;64.000;62.000;39.500;35.188;20.562
2019-08-30 11:19:11;61.000;65.000;64.000;63.000;39.688;35.188;20.562
2019-08-30 11:19:28;61.000;65.000;64.000;62.000;39.625;35.188;20.625
2019-08-30 11:19:44;61.000;65.000;64.000;62.000;39.625;35.188;20.562
2019-08-30 11:20:00;61.000;65.000;64.000;63.000;39.625;35.188;20.500
2019-08-30 11:20:17;61.000;65.000;64.000;62.000;39.688;35.188;20.500
2019-08-30 11:20:33;61.000;65.000;64.000;62.000;39.750;35.125;20.500
2019-08-30 11:20:50;61.000;65.000;64.000;62.000;39.688;35.188;20.438
2019-08-30 11:21:06;61.000;65.000;64.000;62.000;39.562;35.188;20.438
2019-08-30 11:21:23;61.000;65.000;64.000;62.000;39.625;35.188;20.375
2019-08-30 11:21:40;61.000;65.000;64.000;62.000;39.688;35.188;20.562
2019-08-30 11:21:56;61.000;65.000;64.000;62.000;39.625;35.125;20.562
2019-08-30 11:22:12;61.000;65.000;64.000;62.000;39.562;35.188;20.562
2019-08-30 11:22:29;61.000;65.000;64.000;62.000;39.688;35.188;20.562
2019-08-30 11:22:45;61.000;65.000;64.000;62.000;39.500;35.125;20.500
2019-08-30 11:23:01;61.000;65.000;64.000;62.000;39.625;35.188;20.500
2019-08-30 11:23:17;61.000;65.000;64.000;62.000;39.562;35.188;20.500
2019-08-30 11:23:34;61.000;65.000;64.000;62.000;39.562;35.188;20.500
2019-08-30 11:23:50;61.000;65.000;64.000;62.000;39.625;35.188;20.500
2019-08-30 11:24:06;61.000;65.000;64.000;62.000;39.625;35.125;20.500
2019-08-30 11:24:23;61.000;65.000;64.000;62.000;39.688;35.188;20.500
2019-08-30 11:24:39;61.000;65.000;64.000;62.000;39.562;35.188;20.500
2019-08-30 11:24:56;61.000;65.000;64.000;62.000;39.625;35.188;20.438
2019-08-30 11:25:12;61.000;65.000;64.000;62.000;39.562;35.188;20.438
2019-08-30 11:25:28;61.000;65.000;64.000;62.000;39.562;35.188;20.375
2019-08-30 11:25:45;61.000;65.000;64.000;62.000;39.688;35.125;20.312
2019-08-30 11:26:01;61.000;65.000;64.000;62.000;39.562;35.125;20.250
2019-08-30 11:26:17;61.000;65.000;64.000;62.000;39.625;35.188;20.250
2019-08-30 11:26:34;61.000;65.000;64.000;62.000;39.562;35.125;20.250
2019-08-30 11:26:50;61.000;65.000;64.000;62.000;39.562;35.125;20.188
2019-08-30 11:27:07;61.000;65.000;64.000;62.000;39.625;35.188;20.188
2019-08-30 11:27:23;61.000;65.000;64.000;62.000;39.750;35.188;20.188
2019-08-30 11:27:39;61.000;65.000;64.000;62.000;39.812;35.125;20.188
2019-08-30 11:27:56;61.000;65.000;64.000;62.000;39.688;35.188;20.188
2019-08-30 11:28:12;61.000;65.000;64.000;62.000;39.625;35.125;20.125
2019-08-30 11:28:28;61.000;65.000;64.000;63.000;39.562;35.125;20.125
2019-08-30 11:28:44;61.000;65.000;64.000;63.000;39.625;35.188;20.125
2019-08-30 11:29:01;61.000;65.000;64.000;62.000;39.688;35.125;20.062
2019-08-30 11:29:17;61.000;65.000;64.000;62.000;39.688;35.125;20.062
2019-08-30 11:29:33;61.000;65.000;64.000;62.000;39.688;35.125;20.125
2019-08-30 11:29:50;61.000;65.000;64.000;62.000;39.625;35.125;20.125
2019-08-30 11:30:06;61.000;65.000;64.000;62.000;39.688;35.125;20.125
2019-08-30 11:30:22;61.000;65.000;64.000;62.000;39.562;35.125;20.125
2019-08-30 11:30:39;61.000;65.000;64.000;62.000;39.562;35.125;20.062
2019-08-30 11:30:55;61.000;65.000;64.000;62.000;39.500;35.125;20.062
2019-08-30 11:31:11;61.000;65.000;64.000;62.000;39.562;35.125;20.062
2019-08-30 11:31:28;61.000;65.000;64.000;62.000;39.562;35.125;20.062
2019-08-30 11:31:44;61.000;65.000;64.000;62.000;39.625;35.125;20.062
2019-08-30 11:32:00;61.000;65.000;64.000;62.000;39.688;35.125;20.062
2019-08-30 11:32:17;61.000;65.000;64.000;62.000;39.750;35.188;20.062
2019-08-30 11:32:33;61.000;64.000;64.000;62.000;39.750;35.125;20.062
2019-08-30 11:32:49;61.000;65.000;64.000;62.000;39.625;35.125;20.000
2019-08-30 11:33:06;61.000;65.000;64.000;62.000;39.625;35.125;20.000
2019-08-30 11:33:22;61.000;65.000;64.000;62.000;39.500;35.125;20.062
2019-08-30 11:33:38;61.000;65.000;64.000;62.000;39.562;35.125;20.000
2019-08-30 11:33:54;61.000;65.000;64.000;62.000;39.562;35.125;20.062
2019-08-30 11:34:11;61.000;65.000;64.000;62.000;39.625;35.125;20.062
2019-08-30 11:34:27;61.000;65.000;64.000;62.000;39.688;35.125;20.062
2019-08-30 11:34:43;61.000;65.000;64.000;62.000;39.750;35.062;20.062
2019-08-30 11:34:59;61.000;65.000;64.000;62.000;39.625;35.125;20.062
2019-08-30 11:35:16;61.000;65.000;64.000;62.000;39.625;35.125;20.062
2019-08-30 11:35:32;61.000;64.000;64.000;62.000;39.688;35.125;20.062
2019-08-30 11:35:49;61.000;64.000;64.000;62.000;39.750;35.125;20.062
2019-08-30 11:36:06;61.000;65.000;64.000;62.000;39.625;35.125;20.062
2019-08-30 11:36:22;61.000;64.000;64.000;62.000;39.562;35.125;20.000
2019-08-30 11:36:38;61.000;65.000;64.000;62.000;39.500;35.125;20.062
